MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,3,80,11600,1,3,3,0,4,0,6,2,2,0,2,4,5,1922,1950,1,1,8,8,2,0,3,4,0,1,3,3,5,0,5,0,700,700,1,0,1,4,1180,0,0,1180,0,0,1,0,2,1,1,5,6,1,2,5,1922,2,1,252,4,1,2,0,0,67,0,0,0,0,7,2006,8,4,137500
60,3,64,8633,1,3,3,0,2,0,5,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0,2,4,2,2,3,3,2,193,5,0,545,738,1,0,1,4,738,738,0,1476,1,0,2,1,3,1,2,7,6,0,5,1,2005,0,2,540,4,4,2,100,35,0,0,0,0,0,2,2009,8,4,173500
70,2,54,6629,1,3,3,0,4,0,7,0,2,0,5,6,6,1925,1950,2,1,13,14,2,0,3,2,0,3,3,3,1,551,5,0,121,672,1,4,0,4,697,672,0,1369,1,0,2,0,3,1,3,6,6,0,5,5,1930,2,1,300,4,4,2,147,0,0,0,0,0,0,7,2009,8,4,103600
20,3,70.0499583680267,11250,1,0,3,0,4,0,24,2,2,0,2,6,6,1977,1977,1,1,9,10,2,0,2,4,1,2,3,3,0,767,5,0,441,1208,1,4,1,4,1208,0,0,1208,1,0,1,1,3,1,3,6,6,1,4,1,1977,1,2,546,4,4,2,198,42,0,0,0,0,0,6,2006,8,4,165000
20,3,110,14442,1,3,3,0,4,0,6,2,2,0,2,6,7,1957,2004,3,1,5,5,1,106,3,4,2,3,3,3,2,1186,5,0,291,1477,1,0,1,4,1839,0,0,1839,1,0,2,0,3,1,2,7,6,2,4,1,1957,0,2,416,4,4,2,0,87,0,0,200,0,0,6,2007,8,4,257500
20,3,80,9200,1,3,3,0,4,0,12,2,2,0,2,6,6,1965,1965,1,1,6,6,2,0,3,4,1,3,3,3,4,892,5,0,244,1136,1,4,1,4,1136,0,0,1136,1,0,1,0,3,1,3,5,6,1,2,1,1965,1,1,384,4,4,2,426,0,0,0,0,0,0,7,2008,8,4,140000
160,3,24,2289,1,3,3,0,4,0,13,2,2,3,5,6,6,1978,1978,1,1,9,2,2,0,3,4,1,3,3,3,0,311,5,0,544,855,1,4,1,4,855,586,0,1441,0,0,2,1,3,1,3,7,6,1,4,1,1978,2,2,440,4,4,2,28,0,0,0,0,0,0,4,2009,8,4,148500
70,4,60,9600,1,3,3,0,4,0,17,2,2,0,5,4,2,1900,1950,1,1,0,12,2,0,3,4,0,3,0,3,5,0,5,0,1095,1095,2,1,0,4,1095,679,0,1774,1,0,2,0,4,2,3,8,3,0,5,0,1920,2,3,779,1,1,0,0,0,90,0,0,0,0,5,2006,8,4,87000
30,3,52,9022,1,3,3,0,4,0,17,2,2,0,2,5,8,1924,2006,1,1,12,13,2,0,2,4,0,3,3,3,5,0,5,0,768,768,1,0,1,4,792,0,0,792,0,0,1,0,2,1,2,5,6,0,5,5,1924,2,1,240,1,1,0,316,0,120,0,0,0,0,5,2009,8,4,109500
20,3,80,11844,1,0,3,0,4,0,22,2,2,0,2,8,5,2008,2008,3,1,12,13,3,464,2,4,2,0,3,2,5,0,5,0,2046,2046,1,0,1,4,2046,0,0,2046,0,0,2,1,3,1,2,7,6,1,2,1,2008,0,3,834,4,4,2,322,82,0,0,0,0,0,7,2009,6,5,372500
20,3,70.0499583680267,9945,1,0,3,0,4,0,19,2,2,0,2,5,5,1961,1961,3,1,13,14,1,57,3,4,1,3,3,3,4,827,5,0,161,988,1,4,1,4,988,0,0,988,1,0,1,0,3,1,3,5,6,0,5,5,1963,2,2,572,4,4,2,0,0,0,0,0,0,0,10,2007,8,4,128500
120,3,50,8012,1,3,3,0,4,0,20,2,2,4,2,6,5,1980,1980,1,1,9,10,2,0,3,4,1,2,3,3,1,543,1,119,261,923,1,4,1,4,923,0,0,923,0,0,2,0,2,1,3,5,6,1,4,1,1980,1,1,264,4,4,2,80,0,0,0,0,0,0,5,2010,8,4,143000
50,2,55,4500,1,1,0,0,4,0,18,2,2,0,0,5,5,1932,2000,1,1,12,12,2,0,3,4,0,3,3,3,4,182,5,0,611,793,1,0,1,4,848,672,0,1520,0,0,1,0,3,1,3,6,6,0,5,5,1968,2,1,281,4,4,2,0,0,56,0,0,0,0,7,2009,8,0,159434
120,3,70.0499583680267,2887,1,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,1,13,14,2,0,3,4,2,2,3,2,2,1003,5,0,288,1291,1,0,1,4,1291,0,0,1291,1,0,1,0,2,1,2,6,6,1,2,1,1996,2,2,431,4,4,2,307,0,0,0,0,0,0,11,2008,8,4,173000
20,3,90,11248,1,0,3,0,0,0,5,2,2,0,2,9,5,2002,2002,3,1,12,13,3,215,2,4,2,2,3,0,2,1059,5,0,567,1626,1,0,1,4,1668,0,0,1668,1,0,2,0,3,1,2,7,6,1,4,1,2002,0,3,702,4,4,2,257,45,0,0,0,0,0,7,2007,8,4,285000
60,3,58,16770,1,1,3,0,1,0,15,2,2,0,5,7,5,1998,1998,1,1,12,13,1,30,2,4,2,2,3,3,5,0,5,0,1195,1195,1,2,1,4,1195,644,0,1839,0,0,2,1,4,1,3,7,6,0,5,1,1998,0,2,486,4,4,2,0,81,0,0,0,0,0,6,2010,8,4,221000
160,3,70.0499583680267,5062,1,0,3,0,1,0,22,2,2,4,5,7,5,1984,1984,1,1,6,6,2,0,2,4,1,2,3,2,2,828,3,182,180,1190,1,2,1,4,1190,900,0,2090,1,0,2,0,3,1,2,6,2,1,4,1,1984,0,2,577,4,4,2,219,0,0,0,0,0,0,9,2007,8,4,207500
60,1,84,10207,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,12,13,2,0,2,4,2,2,3,3,5,0,5,0,874,874,1,0,1,4,874,887,0,1761,0,0,3,0,3,1,2,7,6,0,5,1,2007,0,2,578,4,4,2,144,105,0,0,0,0,0,8,2007,6,5,227875
160,1,70.0499583680267,5105,1,1,3,0,2,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,2,0,2,4,2,2,3,3,2,239,5,0,312,551,1,0,1,4,551,551,0,1102,0,0,2,1,2,1,2,4,6,0,5,5,2004,2,2,480,4,4,2,0,60,0,0,0,0,0,3,2007,8,4,148800
20,3,60,8089,1,3,1,0,4,0,22,2,2,0,2,8,6,2007,2007,1,1,8,8,1,0,2,4,2,2,3,0,2,945,5,0,474,1419,1,0,1,4,1419,0,0,1419,1,0,2,0,2,1,2,7,6,1,2,1,2007,1,2,567,4,4,2,140,0,0,0,0,0,0,10,2007,6,5,392000
120,3,61,7577,1,0,3,0,0,0,16,2,2,4,2,6,5,2005,2006,1,1,12,13,3,256,2,4,2,2,3,0,0,20,5,0,1342,1362,1,0,1,4,1362,0,0,1362,0,0,2,0,2,1,2,6,6,1,2,1,2005,1,2,460,4,4,2,192,28,0,0,0,0,0,6,2007,8,4,194700
120,4,70.0499583680267,4426,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,147,2,4,2,2,3,1,2,697,5,0,151,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,6,1,4,1,2004,1,2,420,4,4,2,149,0,0,0,0,0,0,5,2008,8,4,141000
60,3,104,21535,1,0,3,0,0,0,15,2,2,0,5,10,6,1994,1995,1,7,6,6,1,1170,0,4,2,0,3,1,2,1455,5,0,989,2444,1,0,1,4,2444,1872,0,4316,0,1,3,1,4,1,0,10,6,2,0,1,1994,0,3,832,4,4,2,382,50,0,0,0,0,0,1,2007,8,4,755000
60,3,42,26178,1,0,3,0,4,1,23,2,2,0,5,7,5,1989,1990,3,1,8,8,1,293,2,4,2,2,3,1,2,965,5,0,245,1210,1,0,1,4,1238,1281,0,2519,1,0,2,1,4,1,2,9,6,2,2,1,1989,1,2,628,4,4,2,320,27,0,0,0,0,0,4,2006,8,4,335000
30,3,60,5400,1,3,3,0,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,2,0,3,4,0,3,3,3,5,0,5,0,1073,1073,1,0,1,4,1073,0,0,1073,0,0,1,0,2,1,3,4,6,0,5,5,1968,2,1,326,4,4,2,0,0,112,0,0,0,0,12,2006,8,0,108480
50,4,51,6120,1,3,3,0,0,0,3,2,2,0,0,5,6,1936,1950,1,1,13,14,2,0,3,1,0,3,3,3,5,0,5,0,927,927,1,4,1,4,1067,472,0,1539,0,0,1,1,3,1,3,5,6,0,5,5,1995,2,2,576,4,4,2,112,0,0,0,0,0,0,4,2009,8,4,141500
20,3,54,13811,1,0,3,0,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,1,72,3,4,1,2,1,3,2,980,3,40,92,1112,1,2,1,4,1137,0,0,1137,1,0,2,0,2,1,2,5,6,1,4,1,1987,2,2,551,4,4,2,125,0,0,0,0,0,0,7,2006,8,4,176000
30,4,50,6000,1,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,13,15,2,0,3,4,1,3,3,3,3,616,5,0,0,616,1,2,1,4,616,0,0,616,0,0,1,0,2,1,3,4,6,0,5,5,1921,2,1,205,4,4,2,0,0,129,0,0,0,0,6,2006,8,4,89000
20,3,57,6420,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,1,13,14,2,0,3,4,2,0,1,2,3,210,0,551,219,980,1,1,1,0,1148,0,0,1148,0,1,1,0,2,1,3,6,6,0,5,5,1952,2,1,308,4,4,2,0,0,0,0,0,0,0,9,2006,8,4,123500
20,3,65,8450,1,3,3,0,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,2,0,3,2,1,3,3,3,2,553,1,117,224,894,1,0,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,5,1973,2,1,336,4,4,2,416,144,0,0,0,0,0,4,2010,8,4,138500
120,1,59,4282,1,1,3,0,4,0,21,2,2,4,2,7,5,2004,2004,1,1,8,8,2,0,2,4,2,2,3,2,2,16,5,0,1375,1391,1,0,1,4,1391,0,0,1391,0,0,2,0,2,1,2,5,6,0,5,1,2004,1,2,530,4,4,2,156,158,0,0,0,0,0,7,2008,8,4,196000
20,3,85,14331,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2002,3,1,12,13,1,630,2,4,2,0,3,1,2,1274,5,0,526,1800,1,0,1,4,1800,0,0,1800,1,0,2,0,3,1,2,7,6,1,2,1,2002,0,3,765,4,4,2,270,78,0,0,0,0,0,5,2006,8,4,312500
20,3,80,9600,1,3,3,0,4,0,14,2,2,0,2,7,5,1969,1969,3,1,6,6,1,168,3,4,1,3,3,3,5,0,5,0,1164,1164,1,4,1,4,1164,0,0,1164,0,0,1,1,3,1,3,6,6,0,5,1,1969,2,2,528,4,4,2,0,0,0,0,0,0,0,7,2006,0,4,140000
60,3,82,12438,1,0,3,0,4,0,22,2,2,0,5,8,5,2006,2006,3,1,12,13,1,466,0,4,2,0,1,3,5,0,5,0,1234,1234,1,0,1,4,1264,1312,0,2576,0,0,2,1,4,1,0,10,6,1,2,3,2006,0,3,666,4,4,2,324,100,0,0,0,0,0,7,2006,6,5,361919
190,4,76,7630,1,3,3,0,4,0,17,1,2,1,5,5,9,1900,1996,1,1,13,14,2,0,3,2,0,2,3,3,5,0,5,0,360,360,1,2,1,4,1032,780,0,1812,0,0,2,0,4,2,2,8,6,1,3,5,1999,2,2,672,4,4,0,344,0,40,0,0,0,0,5,2010,8,4,140000
20,3,70,8400,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,1,12,13,1,109,2,4,2,2,3,0,2,712,5,0,761,1473,1,0,1,4,1484,0,0,1484,1,0,2,0,3,1,2,7,6,0,5,1,2004,1,2,606,4,4,2,0,35,0,144,0,0,0,5,2010,8,4,213000
190,4,70,5600,1,3,3,0,4,0,9,2,2,1,5,4,5,1930,1950,3,1,12,15,2,0,1,1,3,4,4,4,6,0,6,0,0,0,1,1,0,4,372,720,0,1092,0,0,2,0,3,2,1,7,4,0,5,6,1978.50616388687,3,0,0,5,5,0,0,0,0,0,0,0,3500,7,2010,8,4,55000
20,3,70.0499583680267,115149,1,1,2,0,1,2,4,2,2,0,2,7,5,1971,2002,1,1,9,10,3,351,3,4,1,2,3,1,2,1219,5,0,424,1643,1,4,1,4,1824,0,0,1824,1,0,2,0,2,1,2,5,6,2,4,1,1971,2,2,739,4,4,2,380,48,0,0,0,0,0,6,2007,8,4,302000
120,3,48,6240,1,3,3,0,4,0,16,2,2,4,2,8,5,2006,2006,3,1,8,8,1,176,2,4,2,2,3,3,2,863,5,0,461,1324,1,0,1,4,1324,0,0,1324,1,0,2,0,2,1,2,6,6,1,2,1,2006,0,2,550,4,4,2,192,38,0,0,0,0,0,12,2009,8,4,254000
60,3,65,9018,1,0,3,0,4,0,8,2,2,0,5,7,5,2007,2007,3,1,12,13,2,0,2,4,2,2,3,0,5,0,5,0,728,728,1,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2007,0,2,400,4,4,2,100,24,0,0,0,0,0,7,2007,6,5,179540
20,3,70.0499583680267,7162,1,0,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,41,3,4,2,3,3,3,5,0,5,0,876,876,1,4,1,4,904,0,0,904,0,0,1,0,3,1,3,6,6,0,5,1,1966,2,1,408,4,4,2,0,0,0,0,0,0,0,12,2008,8,0,109900
30,3,56,4130,1,0,3,0,4,0,3,2,2,0,2,3,6,1935,2003,1,1,12,13,2,0,2,4,1,3,3,3,5,0,5,0,270,270,1,2,1,4,729,0,0,729,0,0,1,0,2,1,3,5,1,0,5,6,1978.50616388687,3,0,0,5,5,0,0,0,0,0,0,0,0,7,2008,8,4,52000
50,0,66,8712,1,3,1,0,4,1,9,2,2,0,0,4,7,1900,1950,1,1,8,8,2,0,3,4,4,3,3,2,5,0,5,0,859,859,1,2,1,4,859,319,0,1178,0,0,1,0,2,1,3,7,6,0,5,5,1964,1,1,384,4,4,0,68,0,98,0,0,0,0,1,2010,8,0,102776
120,3,40,4671,1,0,1,0,4,0,22,2,2,4,2,8,5,1988,1989,1,1,6,6,2,0,2,4,2,2,3,2,2,767,5,0,461,1228,1,2,1,4,1228,0,0,1228,1,0,2,0,2,1,2,5,6,1,2,1,1988,0,2,472,4,4,2,168,120,0,0,0,0,0,10,2008,8,4,189000
190,3,60,9873,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,6,6,1,160,3,4,1,3,3,0,0,789,5,0,171,960,2,4,0,4,960,0,0,960,1,0,1,0,3,1,3,6,6,0,5,5,1970,2,2,576,4,4,2,0,288,0,0,0,0,0,5,2006,8,4,129000
60,3,70.0499583680267,13517,1,0,3,0,1,0,19,5,2,0,5,6,8,1976,2005,1,1,6,10,1,289,2,4,1,3,3,3,2,533,5,0,192,725,1,0,1,4,725,754,0,1479,0,0,2,1,3,1,2,6,6,0,5,1,1976,1,2,475,4,4,2,0,44,0,0,0,0,0,3,2010,8,4,130500
20,3,78,10140,1,3,3,0,4,0,14,2,2,0,2,6,5,1974,1974,3,1,6,6,1,174,3,4,1,2,3,3,5,0,5,0,1064,1064,1,4,1,4,1350,0,0,1350,0,0,2,0,3,1,3,7,6,1,4,1,1974,1,2,478,4,4,2,0,0,0,0,0,0,0,8,2009,8,4,165000
70,4,60,10800,1,3,0,0,4,0,17,2,2,0,5,7,8,1890,1998,1,1,13,13,2,0,3,2,0,3,3,3,5,0,5,0,718,718,1,0,1,4,1576,978,0,2554,0,0,1,1,3,1,3,8,6,0,5,5,1996,2,2,704,4,4,1,0,48,143,0,0,0,0,7,2007,8,4,159500
20,3,80,10000,1,3,3,0,4,0,14,2,2,0,2,5,6,1973,2000,1,1,6,6,2,0,3,4,1,2,3,3,1,1084,5,0,92,1176,1,2,1,4,1178,0,0,1178,0,1,1,1,3,1,2,5,6,1,1,1,1973,2,2,439,4,4,2,224,0,0,0,0,0,0,11,2008,8,4,157000
60,3,96,10542,1,3,3,0,4,0,15,2,2,0,5,7,5,1993,1994,3,1,13,7,1,651,2,4,2,2,3,1,2,1173,5,0,138,1311,1,0,1,4,1325,1093,0,2418,1,0,2,1,3,1,2,9,6,1,4,1,1993,1,3,983,4,4,2,250,154,216,0,0,0,0,8,2008,8,4,341000
20,3,69,9920,1,0,3,0,4,0,5,2,2,0,2,5,6,1969,1969,1,1,6,10,2,0,3,4,1,2,3,1,0,523,5,0,448,971,1,4,1,4,971,0,0,971,0,0,1,1,3,1,3,5,6,1,3,1,1969,2,1,300,4,4,2,0,0,0,0,0,0,0,5,2006,8,4,128500
120,3,70.0499583680267,6563,1,0,2,0,1,1,22,2,2,0,2,8,5,1985,1985,1,1,6,6,2,0,2,4,2,2,3,1,2,1148,5,0,594,1742,1,4,1,4,1742,0,0,1742,1,0,2,0,2,1,2,5,6,1,4,1,1985,1,2,564,4,4,2,114,28,234,0,0,0,0,12,2006,8,4,275000
120,4,70.0499583680267,4426,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,169,2,4,2,2,3,0,2,662,5,0,186,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,6,0,5,1,2004,1,2,420,4,4,2,160,0,0,0,0,0,0,5,2010,8,4,143000
20,3,70,8120,1,3,3,0,4,0,12,2,2,0,2,4,7,1970,1970,1,1,8,8,2,0,3,2,1,3,3,3,0,191,5,0,673,864,1,0,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,5,5,1994,2,2,463,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,124500
50,3,60,8172,1,3,3,0,4,0,7,2,2,0,0,4,6,1954,1972,1,1,8,8,2,0,3,4,2,3,3,3,5,0,5,0,941,941,1,0,1,4,997,473,0,1470,0,0,2,0,4,1,3,7,6,0,5,5,1958,2,1,548,4,4,2,0,0,0,0,156,0,0,5,2008,8,4,135000
20,3,86,13286,1,0,3,0,4,0,7,2,2,0,2,9,5,2007,2008,3,1,5,5,3,340,0,4,2,0,3,3,2,1234,5,0,464,1698,1,0,1,4,1698,0,0,1698,1,0,2,0,3,1,0,8,6,1,2,1,2007,0,3,768,4,4,2,327,64,0,0,0,0,0,2,2009,8,4,320000
20,3,60,6960,1,3,3,0,4,0,12,2,2,0,2,4,6,1970,1970,1,1,6,10,2,0,3,4,1,3,3,3,0,375,1,239,250,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,2,5,6,0,5,5,1989,2,2,660,4,4,2,96,0,0,0,0,0,500,11,2009,8,4,120500
20,3,70.0499583680267,21695,1,0,3,0,0,0,6,2,2,0,2,6,9,1988,2007,3,1,13,10,1,260,2,2,1,2,3,3,2,808,5,0,72,880,1,0,1,4,1680,0,0,1680,1,0,2,0,3,1,2,5,6,1,2,1,1988,0,2,540,4,4,2,292,44,0,182,0,0,0,12,2009,8,4,222000
20,3,64,7314,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,3,82,2,4,2,2,3,0,2,724,5,0,508,1232,1,0,1,4,1232,0,0,1232,1,0,2,0,2,1,2,6,6,0,5,1,2007,1,2,632,4,4,2,132,0,0,0,0,0,0,2,2009,8,4,194500
90,3,85,11475,1,3,3,0,0,0,12,2,2,2,2,5,5,1958,1958,1,1,12,13,1,95,3,4,1,3,3,3,5,0,5,0,1584,1584,1,4,1,4,1776,0,0,1776,1,0,2,0,4,2,3,9,6,0,5,5,1968,2,3,888,4,4,2,0,25,0,0,0,0,0,7,2009,0,0,110000
30,4,52,6240,1,3,3,0,4,0,9,2,2,0,0,4,5,1925,1950,1,1,8,8,2,0,3,4,1,3,3,3,1,152,5,0,628,780,1,4,1,0,848,0,360,1208,0,0,1,0,2,1,3,5,6,0,5,5,1962,2,2,539,4,4,2,0,23,112,0,0,0,0,1,2009,8,4,103000
120,3,39,5389,1,0,3,0,4,0,22,2,2,4,2,8,5,1995,1996,1,1,5,5,2,0,2,4,2,2,3,3,2,1180,5,0,415,1595,1,0,1,4,1616,0,0,1616,1,0,2,0,2,1,2,5,6,1,4,1,1995,1,2,608,4,4,2,237,152,0,0,0,0,0,3,2010,8,4,236500
80,3,73,9590,1,0,3,0,0,0,23,2,2,0,7,7,5,2003,2003,1,1,12,13,1,442,2,4,2,0,3,0,2,786,5,0,82,868,1,0,1,4,1146,0,0,1146,1,0,2,0,3,1,2,6,6,1,2,1,2003,0,2,438,4,4,2,160,22,0,0,0,0,0,5,2007,8,4,187500
60,3,75,11404,1,0,3,0,4,0,5,2,2,0,5,7,5,1998,1999,1,1,12,13,1,202,2,4,2,2,3,0,0,252,5,0,901,1153,1,0,1,4,1153,878,0,2031,0,0,2,1,3,1,2,8,6,1,4,1,1998,0,2,541,4,4,2,192,84,0,0,0,0,0,7,2008,8,4,222500
20,3,80,10000,1,3,3,0,0,0,19,1,2,0,2,5,6,1961,1983,3,1,6,6,2,0,3,4,1,3,3,3,1,594,5,0,270,864,1,0,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,1,4,1,1961,1,1,264,4,4,2,165,0,0,0,0,0,400,3,2009,8,4,131400
20,3,70.0499583680267,8978,1,0,3,0,0,0,19,2,2,0,2,5,5,1968,1968,1,1,9,10,2,0,3,4,2,3,3,3,5,0,5,0,948,948,1,4,1,4,948,0,0,948,0,0,1,0,3,1,3,6,6,0,5,1,1968,2,1,300,4,4,2,147,0,0,0,0,0,0,5,2007,8,3,108000
75,4,60,10800,1,3,3,0,4,0,17,2,2,0,4,7,7,1914,1970,1,1,13,14,2,0,3,4,0,2,3,2,4,390,5,0,490,880,2,1,0,4,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,4,5,1914,2,2,320,4,4,0,0,341,0,0,0,0,0,10,2006,8,4,163000
90,3,60,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1950,1950,1,1,11,11,2,0,3,4,1,4,4,4,6,0,6,0,0,0,1,2,0,1,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,5,5,1949,2,2,400,4,4,2,0,0,0,0,0,0,0,7,2006,8,4,93500
60,3,72,10463,1,0,1,0,1,0,8,2,2,0,5,8,5,2005,2005,1,1,12,13,2,0,2,4,2,2,3,3,5,0,5,0,893,893,1,0,1,4,901,900,0,1801,0,0,2,1,3,1,2,8,6,1,2,1,2005,0,3,800,4,4,2,0,116,0,0,0,0,0,6,2006,8,4,239900
90,3,60,10800,1,3,3,0,4,0,7,2,2,2,2,5,5,1987,1988,1,1,9,10,2,0,3,4,1,2,1,1,2,1200,5,0,0,1200,1,4,1,4,1200,0,0,1200,3,0,3,0,3,1,3,5,6,0,5,6,1978.50616388687,3,0,0,5,5,2,120,0,0,0,0,0,0,3,2009,8,2,179000
60,3,65,9313,1,0,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,1,12,13,2,0,2,4,2,2,3,3,5,0,5,0,864,864,1,0,1,4,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,5,1,2004,1,2,572,4,4,2,187,56,0,0,0,0,0,4,2009,8,4,190000
70,4,60,9600,1,3,3,0,4,0,17,2,2,0,5,5,7,1910,2002,1,1,13,15,2,0,3,2,0,1,0,3,5,0,5,0,264,264,1,0,1,4,768,664,0,1432,0,0,2,0,2,1,3,7,6,0,5,5,1910,2,2,360,4,2,2,270,0,112,0,0,0,0,5,2007,8,0,132000
20,3,65,6768,1,0,3,0,4,0,19,1,2,0,2,6,8,1961,1996,3,1,6,6,2,0,3,2,1,3,3,2,2,832,5,0,80,912,1,2,1,4,912,0,0,912,1,1,1,0,3,1,2,5,6,0,5,5,1962,2,1,288,4,4,2,168,0,0,0,0,0,0,5,2008,8,4,142000
20,3,65,8450,1,3,3,0,4,0,20,2,2,0,2,7,5,2000,2001,1,1,12,13,1,108,3,4,2,2,3,3,5,0,5,0,1349,1349,1,0,1,4,1349,0,0,1349,0,0,2,0,3,1,3,6,6,0,5,1,2000,2,2,539,4,4,2,120,55,0,0,0,0,0,12,2007,8,4,179000
80,3,70,12886,1,0,3,0,4,0,19,2,2,0,7,5,6,1963,1999,1,1,6,6,2,0,3,4,1,2,3,0,0,444,5,0,76,520,1,0,1,4,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,4,1,1997,1,2,480,4,4,2,302,0,0,0,100,0,0,10,2009,8,4,175000
120,3,41,5395,1,0,1,0,4,0,22,2,2,4,2,8,5,1993,1993,1,1,6,6,2,0,2,4,2,2,3,3,2,733,5,0,604,1337,1,2,1,4,1337,0,0,1337,1,0,2,0,2,1,2,5,6,1,4,1,1993,1,2,462,4,4,2,96,0,70,168,0,0,0,10,2008,8,4,180000
60,3,70.0499583680267,8963,1,0,3,0,4,0,14,2,2,0,5,8,9,1976,1996,3,1,12,13,1,289,0,2,1,3,1,3,2,575,0,80,487,1142,1,0,1,4,1175,1540,0,2715,0,1,3,1,4,1,2,11,6,2,4,3,1994,0,2,831,4,4,2,0,204,0,0,0,0,0,7,2008,8,4,299800
60,3,70.0499583680267,8795,1,0,3,0,4,0,8,2,2,0,5,7,5,2000,2000,1,1,12,13,2,0,2,4,2,2,3,3,2,300,5,0,652,952,1,0,1,4,980,1276,0,2256,0,0,2,1,4,1,2,8,6,1,4,3,2000,0,2,554,4,4,2,224,54,0,0,0,0,0,4,2009,8,4,236000
70,4,65,11700,1,0,3,0,0,0,17,2,2,0,5,7,7,1880,2003,4,1,11,12,2,0,2,4,4,3,0,3,5,0,5,0,1240,1240,2,4,0,4,1320,1320,0,2640,0,0,1,1,4,1,2,8,6,1,2,5,1950,2,4,864,4,4,0,181,0,386,0,0,0,0,5,2009,8,4,265979
20,3,59,10593,1,0,3,0,4,0,15,2,2,0,2,7,5,1996,1996,3,1,12,13,1,338,2,4,2,2,3,3,2,919,5,0,801,1720,1,0,1,4,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,4,1,1996,0,2,527,4,4,2,240,56,154,0,0,0,0,3,2010,8,4,260400
50,3,50,8405,1,3,3,0,4,0,7,2,2,0,0,4,3,1945,1950,1,1,14,15,2,0,3,4,3,4,4,4,6,0,6,0,0,0,5,4,0,1,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,5,5,1945,2,1,240,4,4,0,92,0,185,0,0,0,0,4,2009,8,4,98000
50,4,55,8800,1,3,3,0,0,0,17,2,2,0,0,4,7,1910,2004,1,1,13,14,2,0,3,4,0,3,0,3,5,0,5,0,576,576,1,2,1,4,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,5,6,1978.50616388687,3,0,0,5,5,0,0,160,0,0,0,0,0,6,2010,8,4,96500
60,3,70.0499583680267,7750,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,1,12,13,2,0,2,4,2,2,3,3,5,0,5,0,660,660,1,0,1,4,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,5,1,2003,0,2,400,4,4,2,0,48,0,0,0,0,0,8,2007,8,4,162000
